,Current Sat Longitude,Sat Name,NORAD Number,Launch date,TLE Source,Site,Org,Op,Current Lat,Lat drift 10 minutes,Lon drift 10 minutes,Longitude at Epoch,Lon Driftrate [deg pr.day],Inclination,E/W Lon Osc (Incl),E/W Lon Osc (Ecc),Apogee[km],Perigee[km],Altitude [km],ID
240, 49.0137°E,YAMAL 601,44307,2019-05-30 00:00:00,CEL,TYMSC,CIS,+,   0.0074°N,0.000°S,0.001°W, 49.0397°E,0.011°E,   0.010°,0.0000°,0.0281°,35797,35777,35793,2019-031A  
388, 49.1739°W,USA 159 (DSP 21),26880,2001-08-06 00:00:00,CEL,AFETR,US,+,   2.9754°N,0.482°S,0.044°W, 49.7214°W,0.052°W,  11.410°,0.5685°,0.0111°,35794,35786,35784,2001-033A  
389, 49.7472°W,INTELSAT 9 (IS-9),26451,2000-07-28 00:00:00,CEL,SEAL ,US,+,   5.5778°N,0.203°S,0.002°E, 49.7391°W,0.009°W,   7.178°,0.2250°,0.0443°,35804,35772,35799,2000-043A  
390, 49.9070°W,TDRS 3,19548,1988-09-29 00:00:00,CEL,AFETR,US,+,  -4.4966°S,0.557°S,0.067°W, 49.3774°W,0.059°W,  13.728°,0.8230°,0.4018°,35938,35642,35895,1988-091B  
239, 50.0014°E,TURKSAT 4B,40984,2015-10-16 00:00:00,CEL,TYMSC,TURK,+,  -0.0255°S,0.001°N,0.001°W, 50.0439°E,0.009°W,   0.017°,0.0000°,0.0215°,35796,35781,35791,2015-060A  
391, 50.0358°W,INTELSAT 902,26900,2001-08-30 00:00:00,CEL,FRGUI,ITSO,+,   2.3022°N,0.023°S,0.001°E, 50.0328°W,0.000°W,   2.362°,0.0244°,0.0392°,35802,35773,35791,2001-039A  
238, 51.1278°E,IRNSS-1A,39199,2013-07-01 00:00:00,CEL,SRILR,IND,P, -15.3558°S,1.203°S,0.210°W, 55.2411°E,0.091°W,  32.389°,4.5810°,0.2065°,35863,35711,35720,2013-034A  
237, 51.5054°E,BELINTERSAT-1,41238,2016-01-15 00:00:00,CEL,XICLF,BELA,+,  -0.0099°S,0.001°N,0.001°W, 51.5018°E,0.002°E,   0.004°,0.0000°,0.0262°,35797,35778,35795,2016-001A  
236, 51.8064°E,IRNSS-1B,39635,2014-04-04 00:00:00,CEL,SRILR,IND,+,  13.8014°N,1.066°N,0.176°W, 55.2307°E,0.061°W,  28.780°,3.6170°,0.2600°,35882,35690,35869,2014-017A  
235, 52.0067°E,TURKMENALEM52E/MONACOSAT,40617,2015-04-27 00:00:00,CEL,AFETR,TMMC,+,  -0.0138°S,0.001°S,0.001°W, 52.0449°E,0.009°E,   0.055°,0.0000°,0.0261°,35797,35777,35793,2015-023A  
234, 52.4951°E,YAHSAT 1A,37393,2011-04-22 00:00:00,CEL,FRGUI,UAE,+,  -0.0096°S,0.002°N,0.001°W, 52.4879°E,0.004°E,   0.018°,0.0000°,0.0222°,35796,35779,35793,2011-016B  
392, 52.5298°W,WGS F5 (USA 243),39168,2013-05-25 00:00:00,CEL,AFETR,US,+,  -0.0261°S,0.001°S,0.000°W, 52.5209°W,0.010°W,   0.018°,0.0000°,0.0062°,35791,35786,35787,2013-024A  
233, 52.7402°E,SKYNET 5D,39034,2012-12-19 00:00:00,CEL,FRGUI,UK,+,  -0.0741°S,0.002°N,0.002°W, 52.7277°E,0.011°E,   0.068°,0.0000°,0.0426°,35803,35771,35799,2012-075A  
232, 52.9341°E,IRNSS-1I,43286,2018-04-11 00:00:00,CEL,SRILR,IND,+,  -8.4257°S,1.170°S,0.252°W, 51.8180°E,0.103°W,  29.036°,3.6817°,0.2168°,35867,35707,35709,2018-035A  
393, 52.9786°W,INTELSAT 23 (IS-23) [PM],38867,2012-10-14 00:00:00,CEL,TYMSC,ITSO,+,   0.0262°N,0.000°N,0.001°E, 52.9839°W,0.005°W,   0.053°,0.0000°,0.0160°,35794,35782,35782,2012-057A  
231, 53.0061°E,EXPRESS-AM6,40277,2014-10-21 00:00:00,CEL,TYMSC,CIS,+,  -0.0042°S,0.001°N,0.000°W, 52.9971°E,0.006°E,   0.010°,0.0000°,0.0051°,35789,35785,35787,2014-064A  
394, 53.7914°W,INMARSAT 3-F5,25153,1998-02-04 00:00:00,CEL,FRGUI,IM,+,   5.4825°N,0.146°S,0.006°E, 54.1610°W,0.001°E,   6.361°,0.1767°,0.0553°,35808,35767,35795,1998-006B  
230, 54.6625°E,AEHF-5 (USA 292),44481,2019-08-08 00:00:00,CEL,AFETR,US,+,  -0.7613°S,0.192°N,0.009°W, 54.6209°E,0.019°E,   4.422°,0.0854°,0.0481°,35804,35768,35799,2019-051A  
229, 54.8655°E,YAMAL 402,39022,2012-12-08 00:00:00,CEL,TYMSC,CIS,+,   0.0010°N,0.000°S,0.001°W, 54.8506°E,0.007°E,   0.007°,0.0000°,0.0454°,35804,35771,35797,2012-070A  
228, 55.0366°E,GSAT-16,40332,2014-12-06 00:00:00,CEL,FRGUI,IND,+,  -0.0213°S,0.002°N,0.003°W, 55.0002°E,0.006°E,   0.018°,0.0000°,0.0820°,35817,35757,35811,2014-078A  
395, 55.0420°W,INMARSAT 5-F2,40384,2015-02-01 00:00:00,CEL,TYMSC,IM,+,  -0.0268°S,0.001°S,0.000°W, 55.0069°W,0.022°W,   0.021°,0.0000°,0.0024°,35790,35788,35788,2015-005A  
227, 55.0674°E,GSAT-29,43698,2018-11-14 00:00:00,CEL,SRILR,IND,+,  -0.0179°S,0.002°S,0.001°W, 55.0612°E,0.014°E,   0.072°,0.0000°,0.0271°,35797,35777,35791,2018-089A  
226, 55.0919°E,GSAT-8,37605,2011-05-20 00:00:00,CEL,FRGUI,IND,+,  -0.0047°S,0.001°S,0.002°E, 55.1295°E,0.003°E,   0.050°,0.0000°,0.0347°,35800,35775,35773,2011-022A  
396, 55.4933°W,INTELSAT 34 (IS-34),40874,2015-08-20 00:00:00,CEL,FRGUI,ITSO,+,  -0.0155°S,0.001°S,0.000°E, 55.4899°W,0.004°W,   0.019°,0.0000°,0.0046°,35789,35786,35785,2015-039A  
225, 55.9949°E,EXPRESS-AT1,39612,2014-03-15 00:00:00,CEL,TYMSC,CIS,+,   0.0011°N,0.001°N,0.000°W, 55.9921°E,0.000°E,   0.015°,0.0000°,0.0022°,35789,35787,35786,2014-010A  
224, 56.5009°E,INMARSAT 5-F4,42698,2017-05-15 00:00:00,CEL,AFETR,IM,+,  -0.0125°S,0.002°N,0.000°E, 56.4955°E,0.006°E,   0.016°,0.0000°,0.0031°,35788,35786,35785,2017-025A  
223, 56.9662°E,NSS-12,36032,2009-10-29 00:00:00,CEL,FRGUI,SES,+,  -0.0310°S,0.000°S,0.001°W, 56.9531°E,0.007°E,   0.042°,0.0000°,0.0308°,35799,35776,35793,2009-058A  
222, 57.5007°E,WGS F2 (USA 204),34713,2009-04-04 00:00:00,CEL,AFETR,US,+,  -0.0175°S,0.002°N,0.000°E, 57.5105°E,0.004°W,   0.016°,0.0000°,0.0064°,35790,35786,35784,2009-017A  
397, 57.9808°W,INTELSAT 21 (IS-21),38749,2012-08-19 00:00:00,CEL,SEAL ,ITSO,+,  -0.0168°S,0.001°S,0.000°W, 57.9833°W,0.000°W,   0.004°,0.0000°,0.0205°,35795,35780,35789,2012-045A  
221, 58.4960°E,KAZSAT-3,39728,2014-04-28 00:00:00,CEL,TYMSC,KAZ,+,  -0.0197°S,0.001°N,0.000°W, 58.4955°E,0.001°W,   0.015°,0.0000°,0.0041°,35789,35786,35788,2014-023B  
220, 58.6144°E,BEIDOU 11,38091,2012-02-24 00:00:00,CEL,XICLF,PRC,+,  -1.2097°S,0.039°S,0.001°W, 58.5964°E,0.017°E,   1.525°,0.0102°,0.1734°,35850,35723,35799,2012-008A  
219, 58.9443°E,TJS-3,43874,2018-12-24 00:00:00,CEL,XICLF,PRC,+,  -0.0182°S,0.001°N,0.001°W, 59.0177°E,0.009°W,   0.014°,0.0000°,0.0380°,35802,35774,35793,2018-110A  
218, 59.9812°E,INTELSAT 33E        [PM],41748,2016-08-24 00:00:00,CEL,FRGUI,ITSO,+,  -0.0316°S,0.001°N,0.000°W, 60.0021°E,0.004°W,   0.031°,0.0000°,0.0177°,35795,35782,35790,2016-053B  
217, 60.2963°E,WGS 10 (USA 291),44071,2019-03-16 00:00:00,CEL,AFETR,US,+,  -0.0192°S,0.002°N,0.000°E, 60.3013°E,0.000°W,   0.018°,0.0000°,0.0035°,35789,35786,35785,2019-014A  
216, 60.9165°E,ABS-4 (MOBISAT-1),28184,2004-03-13 00:00:00,CEL,AFETR,ABS,+,  -1.2085°S,0.083°S,0.003°W, 61.0408°E,0.009°E,   2.279°,0.0227°,0.0666°,35811,35762,35802,2004-007A  
398, 60.9473°W,AMAZONAS 2,35942,2009-10-01 00:00:00,CEL,FRGUI,SPN,+,   0.0043°N,0.000°S,0.000°E, 60.9476°W,0.004°W,   0.025°,0.0000°,0.0526°,35807,35768,35783,2009-054A  
399, 60.9749°W,AMAZONAS 3,39078,2013-02-07 00:00:00,CEL,FRGUI,SPN,+,   0.0109°N,0.000°N,0.000°E, 60.9752°W,0.002°W,   0.038°,0.0000°,0.0205°,35795,35780,35785,2013-006A  
400, 60.9854°W,AMAZONAS 5,42934,2017-09-11 00:00:00,CEL,TYMSC,SPN,+,  -0.0359°S,0.002°S,0.001°W, 61.0013°W,0.007°W,   0.032°,0.0000°,0.0370°,35802,35774,35798,2017-053A  
401, 61.3641°W,ECHOSTAR 18,41592,2016-06-18 00:00:00,CEL,FRGUI,US,+,  -0.0251°S,0.002°S,0.000°W, 61.3612°W,0.008°W,   0.022°,0.0000°,0.0132°,35793,35783,35788,2016-039B  
402, 61.4888°W,ECHOSTAR 16,39008,2012-11-20 00:00:00,CEL,TYMSC,US,+,  -0.0222°S,0.002°S,0.000°W, 61.4917°W,0.005°W,   0.019°,0.0000°,0.0256°,35797,35778,35788,2012-065A  
215, 61.5206°E,EWS-G1 (GOES 13),29155,2006-05-24 00:00:00,CEL,AFETR,US,+,  -0.2418°S,0.021°S,0.001°W, 61.4871°E,0.009°W,   0.557°,0.0014°,0.0274°,35798,35778,35791,2006-018A  
403, 61.6171°W,ECHOSTAR 15,36792,2010-07-10 00:00:00,CEL,TYMSC,US,+,   0.0254°N,0.001°S,0.001°W, 61.6312°W,0.000°E,   0.045°,0.0000°,0.0246°,35797,35778,35793,2010-034A  
214, 61.8939°E,LUCH (OLYMP),40258,2014-09-27 00:00:00,CEL,TYMSC,CIS,+,  -0.0145°S,0.002°S,0.000°W, 61.9066°E,0.003°E,   0.067°,0.0000°,0.0110°,35792,35783,35790,2014-058A  
213, 61.9404°E,INTELSAT 39 (IS-39),44476,2019-08-06 00:00:00,CEL,FRGUI,ITSO,+,  -0.0083°S,0.001°N,0.000°E, 61.9398°E,0.003°E,   0.003°,0.0000°,0.0078°,35790,35785,35783,2019-049B  
404, 61.9550°W,TDRS 9,27389,2002-03-08 00:00:00,CEL,AFETR,US,+,   7.9993°N,0.186°S,0.004°E, 62.8928°W,0.017°W,   8.980°,0.3522°,0.2921°,35896,35681,35892,2002-011A  
212, 62.6292°E,INMARSAT 5-F1,39476,2013-12-08 00:00:00,CEL,TYMSC,IM,+,  -0.0127°S,0.002°N,0.000°E, 62.6033°E,0.028°E,   0.018°,0.0000°,0.0059°,35788,35783,35785,2013-073A  
211, 62.7438°E,GSAT-7A,43864,2018-12-19 00:00:00,CEL,SRILR,IND,+,   0.0093°N,0.002°N,0.000°W, 62.7895°E,0.003°W,   0.035°,0.0000°,0.0244°,35797,35779,35789,2018-105A  
405, 62.9869°W,TELSTAR 14R,37602,2011-05-20 00:00:00,CEL,TYMSC,CA,+,  -0.0148°S,0.002°S,0.001°W, 63.0001°W,0.003°W,   0.019°,0.0000°,0.0343°,35800,35775,35793,2011-021A  
210, 62.9961°E,COMSATBW-1,35943,2009-10-01 00:00:00,CEL,FRGUI,GER,+,  -0.0396°S,0.002°S,0.001°W, 63.0509°E,0.008°E,   0.080°,0.0000°,0.0358°,35800,35774,35796,2009-054B  
406, 63.0156°W,TELSTAR 19V,43562,2018-07-22 00:00:00,CEL,AFETR,CA,+,   0.0120°N,0.001°S,0.000°E, 63.0045°W,0.015°W,   0.024°,0.0000°,0.0242°,35797,35779,35783,2018-059A  
209, 63.8599°E,INMARSAT 4-F2,28899,2005-11-08 00:00:00,CEL,SEAL ,IM,+,  -3.4928°S,0.004°S,0.004°E, 63.8733°E,0.002°E,   3.489°,0.0532°,0.0298°,35799,35777,35794,2005-044A  
208, 64.1161°E,INTELSAT 906,27513,2002-09-06 00:00:00,CEL,FRGUI,ITSO,+,  -1.1334°S,0.072°S,0.001°W, 64.1106°E,0.003°E,   2.030°,0.0180°,0.0327°,35800,35775,35792,2002-041A  
407, 64.9646°W,STAR ONE C2,32768,2008-04-18 00:00:00,CEL,FRGUI,BRAZ,+,   0.0445°N,0.002°S,0.000°W, 64.9676°W,0.004°W,   0.066°,0.0000°,0.0293°,35799,35777,35787,2008-018B  
207, 64.9735°E,AMOS-4,39237,2013-08-31 00:00:00,CEL,TYMSC,ISRA,+,  -0.0186°S,0.000°S,0.000°W, 65.0047°E,0.009°W,   0.038°,0.0000°,0.0276°,35799,35778,35788,2013-045A  
408, 65.1810°W,EUTELSAT 65 WEST A,41382,2016-03-09 00:00:00,CEL,FRGUI,EUTE,+,  -0.0073°S,0.003°S,0.000°W, 65.1929°W,0.004°E,   0.050°,0.0000°,0.0211°,35795,35779,35789,2016-014A  
206, 65.9778°E,INTELSAT 17 (IS-17),37238,2010-11-26 00:00:00,CEL,FRGUI,ITSO,+,   0.0084°N,0.001°N,0.001°W, 65.9684°E,0.009°E,   0.022°,0.0000°,0.0259°,35797,35778,35791,2010-065B  
205, 66.0139°E,GALAXY 25 (G-25),24812,1997-05-24 00:00:00,CEL,TYMSC,US,+,  -2.4689°S,0.115°S,0.002°W, 66.0016°E,0.007°E,   3.649°,0.0581°,0.0731°,35814,35760,35804,1997-026A  
204, 66.1911°E,SBIRS GEO-1 (USA 230),37481,2011-05-07 00:00:00,CEL,AFETR,US,+,  -1.8596°S,0.022°N,0.001°E, 66.2398°E,0.002°E,   1.904°,0.0158°,0.0227°,35796,35779,35791,2011-019A  
203, 66.5050°E,TJS-2,41911,2017-01-05 00:00:00,CEL,XICLF,PRC,+,  -0.1998°S,0.010°S,0.002°W, 66.4599°E,0.001°E,   0.324°,0.0005°,0.0589°,35809,35766,35802,2017-001A  
409, 66.8684°W,SES-10,42432,2017-03-30 00:00:00,CEL,AFETR,SES,+,  -0.0145°S,0.001°S,0.000°W, 66.8743°W,0.005°W,   0.009°,0.0000°,0.0304°,35799,35777,35788,2017-017A  
410, 67.5683°W,AEHF-4 (USA 288),43651,2018-10-17 00:00:00,CEL,AFETR,US,+,  -1.4436°S,0.086°S,0.001°W, 67.5886°W,0.016°E,   2.450°,0.0262°,0.0487°,35804,35768,35788,2018-079A  
202, 68.4851°E,INTELSAT 36 (IS-36),41747,2016-08-24 00:00:00,CEL,FRGUI,ITSO,+,  -0.0108°S,0.002°N,0.001°E, 68.4880°E,0.001°E,   0.014°,0.0000°,0.0246°,35797,35779,35779,2016-053A  
201, 68.5121°E,INTELSAT 20 (IS-20),38740,2012-08-02 00:00:00,CEL,FRGUI,ITSO,+,  -0.0011°S,0.001°S,0.000°W, 68.5117°E,0.001°E,   0.040°,0.0000°,0.0122°,35792,35783,35786,2012-043A  
411, 69.9060°W,VIASAT-2,42740,2017-06-01 00:00:00,CEL,FRGUI,US,+,  -0.0249°S,0.001°S,0.000°E, 69.9051°W,0.001°W,   0.017°,0.0000°,0.0039°,35789,35786,35786,2017-029A  
412, 69.9611°W,STAR ONE D2,49055,2021-07-30 00:00:00,CEL,FRGUI,BRAZ,+,  -0.0180°S,0.001°S,0.000°E, 70.0003°W,0.003°E,   0.010°,0.0000°,0.0173°,35794,35781,35783,2021-069A  
413, 69.9631°W,STAR ONE C4,40733,2015-07-15 00:00:00,CEL,FRGUI,BRAZ,+,  -0.0141°S,0.002°S,0.001°W, 69.9815°W,0.001°W,   0.023°,0.0000°,0.0266°,35797,35778,35791,2015-034B  
200, 70.0069°E,COSMOS 2533,43867,2018-12-21 00:00:00,CEL,TYMSC,CIS,+,  -0.0154°S,0.001°S,0.000°W, 69.9975°E,0.006°E,   0.049°,0.0000°,0.0056°,35789,35785,35788,2018-107A  
199, 70.5314°E,EUTELSAT 70B,39020,2012-12-03 00:00:00,CEL,SEAL ,EUTE,+,  -0.0716°S,0.002°N,0.001°W, 70.4666°E,0.006°E,   0.071°,0.0000°,0.0400°,35802,35772,35798,2012-069A  
414, 70.5779°W,STAR ONE C1,32293,2007-11-14 00:00:00,CEL,FRGUI,BRAZ,+,   0.8841°N,0.007°N,0.031°W, 66.6554°W,4.344°W,   0.920°,0.0037°,0.0964°,36165,36093,36136,2007-056A  
415, 70.6000°W,UNKNOWN,84961,CEL,  -6.8734°S,0.226°S,0.035°E, 35.6612°W,6.056°W,   8.643°,0.3262°,1.5775°,36840,35667,35679,2022-05-25 06:00:00 UTC,2022-05-30 23:26:34 UTC,T=05.73,24:19:57.89,
416, 71.7889°W,ARSAT 1,40272,2014-10-16 00:00:00,CEL,FRGUI,ARGN,+,   0.0296°N,0.000°S,0.000°W, 71.7964°W,0.002°W,   0.047°,0.0000°,0.0156°,35793,35782,35788,2014-062B  
417, 71.9806°W,AMC-3 (GE-3),24936,1997-09-04 00:00:00,CEL,AFETR,SES,+,   4.4995°N,0.000°S,0.008°E, 71.9005°W,0.003°E,   4.507°,0.0887°,0.0321°,35799,35776,35786,1997-050A  
198, 72.0883°E,INTELSAT 22 (IS-22),38098,2012-03-25 00:00:00,CEL,TYMSC,ITSO,+,  -0.0022°S,0.001°N,0.001°W, 72.0848°E,0.002°E,   0.009°,0.0000°,0.0249°,35797,35778,35792,2012-011A  
418, 72.4348°W,ASTRA 2C,26853,2001-06-16 00:00:00,CEL,TYMSC,SES,+,   4.5238°N,0.001°N,0.008°E, 72.3502°W,0.002°E,   4.532°,0.0897°,0.0306°,35799,35776,35786,2001-025A  
197, 72.5653°E,FLTSATCOM 8 (USA 46),20253,1989-09-25 00:00:00,CEL,AFETR,US,+,  -9.5867°S,0.385°N,0.001°E, 72.1981°E,0.002°E,  12.865°,0.7228°,0.0847°,35818,35756,35812,1989-077A  
419, 72.6631°W,NIMIQ 5,35873,2009-09-17 00:00:00,CEL,TYMSC,CA,+,   0.0264°N,0.000°N,0.000°E, 72.6702°W,0.001°E,   0.047°,0.0000°,0.0333°,35800,35775,35783,2009-050A  
196, 73.9480°E,GSAT-11,43824,2018-12-04 00:00:00,CEL,FRGUI,IND,+,   0.0404°N,0.003°N,0.002°W, 73.9819°E,0.000°W,   0.069°,0.0000°,0.0820°,35818,35757,35804,2018-100B  
195, 73.9623°E,GSAT-18,41793,2016-10-05 00:00:00,CEL,FRGUI,IND,+,  -0.0508°S,0.002°S,0.000°W, 73.9894°E,0.002°W,   0.090°,0.0000°,0.0297°,35799,35777,35790,2016-060A  
420, 73.9996°W,AMAZONAS 4A,39616,2014-03-22 00:00:00,CEL,FRGUI,SPN,P,  -0.0192°S,0.002°S,0.000°E, 74.0002°W,0.009°W,   0.019°,0.0000°,0.0336°,35801,35776,35785,2014-011A  
194, 74.0448°E,GSAT-14,39498,2014-01-05 00:00:00,CEL,SRILR,IND,+,   0.0234°N,0.002°N,0.001°E, 74.0389°E,0.010°E,   0.041°,0.0000°,0.0225°,35795,35779,35779,2014-001A  
193, 74.0450°E,GSAT-7,39234,2013-08-29 00:00:00,CEL,FRGUI,IND,+,  -0.0680°S,0.003°S,0.002°E, 74.0373°E,0.002°E,   0.119°,0.0001°,0.0614°,35810,35765,35769,2013-044B  
192, 74.0626°E,INSAT-3DR,41752,2016-09-08 00:00:00,CEL,SRILR,IND,+,  -0.0897°S,0.004°S,0.004°E, 74.0575°E,0.004°E,   0.146°,0.0001°,0.1166°,35830,35745,35752,2016-054A  
191, 74.4406°E,UFO 11 (USA 174),28117,2003-12-18 00:00:00,CEL,AFETR,US,+,  -6.9205°S,0.043°N,0.016°E, 74.7431°E,0.005°E,   6.960°,0.2115°,0.0736°,35815,35761,35799,2003-057A  
190, 74.5283°E,MUOS-4,40887,2015-09-02 00:00:00,CEL,AFETR,US,+,  -2.0270°S,0.071°N,0.017°E, 75.1494°E,0.008°E,   2.553°,0.0285°,0.6426°,36024,35551,35649,2015-044A  
189, 74.7245°E,ABS-2A (MONGOLSAT-1),41588,2016-06-15 00:00:00,CEL,AFETR,ABS,+,  -0.0006°S,0.002°N,0.001°E, 74.7022°E,0.016°E,   0.024°,0.0000°,0.0261°,35796,35777,35778,2016-038A  
421, 74.8229°W,SGDC,42692,2017-05-04 00:00:00,CEL,FRGUI,BRAZ,+,   0.0203°N,0.001°S,0.000°W, 74.8717°W,0.000°W,   0.035°,0.0000°,0.0243°,35796,35779,35787,2017-023B  
188, 74.8791°E,ABS-2,39508,2014-02-06 00:00:00,CEL,FRGUI,ABS,P,  -0.0482°S,0.000°S,0.000°W, 74.9543°E,0.002°E,   0.060°,0.0000°,0.0430°,35803,35772,35787,2014-006A  
422, 74.9509°W,STAR ONE C3,38991,2012-11-10 00:00:00,CEL,FRGUI,BRAZ,+,  -0.0098°S,0.002°S,0.000°E, 74.9913°W,0.038°E,   0.019°,0.0000°,0.0265°,35794,35775,35782,2012-062A  
423, 75.1872°W,GOES 16,41866,2016-11-19 00:00:00,CEL,AFETR,US,+,  -0.0528°S,0.001°S,0.000°E, 75.1848°W,0.002°W,   0.047°,0.0000°,0.0068°,35790,35785,35785,2016-071A  
187, 76.0740°E,ELEKTRO-L 3,44903,2019-12-24 00:00:00,CEL,TYMSC,CIS,+,  -0.0353°S,0.000°N,0.000°W, 76.0731°E,0.003°E,   0.044°,0.0000°,0.0161°,35793,35781,35790,2019-095A  
424, 76.1892°W,INTELSAT 16 (IS-16) [PM],36397,2010-02-12 00:00:00,CEL,TYMSC,ITSO,+,  -0.0176°S,0.002°S,0.000°W, 76.1946°W,0.004°E,   0.015°,0.0000°,0.0192°,35794,35780,35788,2010-006A  
186, 76.4790°E,APSTAR 7,38107,2012-03-31 00:00:00,CEL,XICLF,PRC,+,  -0.0206°S,0.001°S,0.001°W, 76.4861°E,0.001°E,   0.057°,0.0000°,0.0315°,35799,35776,35794,2012-013A  
425, 76.9587°W,QUETZSAT 1,37826,2011-09-29 00:00:00,CEL,TYMSC,MEX,+,  -0.0094°S,0.001°S,0.000°E, 76.9689°W,0.000°W,   0.012°,0.0000°,0.0315°,35799,35776,35785,2011-054A  
185, 78.4668°E,THAICOM 6,39500,2014-01-06 00:00:00,CEL,AFETR,THAI,+,  -0.0338°S,0.002°S,0.001°W, 78.4587°E,0.005°W,   0.085°,0.0000°,0.0386°,35802,35774,35798,2014-002A  
184, 78.4812°E,THAICOM 8,41552,2016-05-27 00:00:00,CEL,AFETR,THAI,+,  -0.0789°S,0.000°S,0.000°W, 78.5446°E,0.002°E,   0.086°,0.0000°,0.0539°,35807,35768,35787,2016-031A  
426, 78.7424°W,SKY MEXICO-1,40664,2015-05-27 00:00:00,CEL,FRGUI,MEX,+,  -0.0120°S,0.001°S,0.000°E, 78.7504°W,0.000°W,   0.012°,0.0000°,0.0214°,35795,35780,35786,2015-026B  
183, 79.0888°E,BEIDOU 20,40938,2015-09-29 00:00:00,CEL,XICLF,PRC,S,  40.7606°N,1.391°N,0.252°E, 99.6946°E,0.162°E,  51.529°,11.5949°,0.5089°,35967,35593,35915,2015-053A  
182, 79.1125°E,FENGYUN 2H,43491,2018-06-05 00:00:00,CEL,XICLF,PRC,+,  -0.7372°S,0.034°S,0.002°W, 79.1530°E,0.014°E,   1.104°,0.0053°,0.0420°,35802,35771,35800,2018-050A  
181, 79.9811°E,EXPRESS 80,45986,2020-07-30 00:00:00,CEL,TYMSC,CIS,+,   0.0055°N,0.001°N,0.000°E, 79.9866°E,0.006°W,   0.012°,0.0000°,0.0049°,35790,35786,35786,2020-053B  
180, 79.9924°E,TIANLIAN 2-01,44076,2019-03-31 00:00:00,CEL,XICLF,PRC,+,   0.1517°N,0.010°N,0.016°W, 80.2055°E,0.014°W,   0.266°,0.0003°,0.3735°,35926,35651,35922,2019-017A  
179, 80.0247°E,BEIDOU-3 G2,45344,2020-03-09 00:00:00,CEL,XICLF,PRC,+,  -1.0709°S,0.080°N,0.002°W, 79.9768°E,0.004°E,   2.079°,0.0189°,0.0498°,35805,35769,35799,2020-017A  
178, 80.2329°E,COSMOS 2513,41121,2015-12-13 00:00:00,CEL,TYMSC,CIS,+,  -0.0287°S,0.001°S,0.001°W, 80.2980°E,0.004°E,   0.065°,0.0000°,0.0372°,35801,35774,35793,2015-075A  
177, 80.8607°E,BEIDOU 10,37948,2011-12-01 00:00:00,CEL,XICLF,PRC,+,  32.2710°N,1.601°N,0.265°W,103.2868°E,0.180°W,  50.362°,11.0755°,0.9108°,36126,35456,36118,2011-073A  
427, 80.9851°W,ARSAT 2,40941,2015-09-30 00:00:00,CEL,FRGUI,ARGN,+,   0.0307°N,0.000°N,0.000°W, 80.9942°W,0.001°W,   0.049°,0.0000°,0.0182°,35794,35781,35787,2015-054B  
176, 81.4101°E,CHINASAT 1C (ZX 1C),41103,2015-12-09 00:00:00,CEL,XICLF,PRC,+,  -2.7829°S,0.078°S,0.001°E, 81.4145°E,0.002°W,   3.346°,0.0489°,0.0154°,35793,35782,35792,2015-073A  
175, 81.4335°E,TIANTONG-1 3,47321,2021-01-19 00:00:00,CEL,XICLF,PRC,+,   1.0308°N,0.190°N,0.008°W, 81.5378°E,0.007°W,   4.467°,0.0872°,0.0457°,35805,35771,35793,2021-003A  
428, 81.9641°W,NIMIQ 4,33373,2008-09-19 00:00:00,CEL,TYMSC,CA,+,  -0.0007°S,0.001°S,0.000°W, 81.9750°W,0.003°W,   0.007°,0.0000°,0.0282°,35798,35777,35788,2008-044A  
174, 82.1287°E,INSAT-3D,39216,2013-07-25 00:00:00,CEL,FRGUI,IND,+,  -0.0239°S,0.001°S,0.000°W, 82.1289°E,0.003°W,   0.059°,0.0000°,0.0093°,35791,35784,35789,2013-038B  
173, 82.5075°E,GSAT-6,40880,2015-08-27 00:00:00,CEL,SRILR,IND,+,  -0.0001°S,0.000°N,0.001°W, 82.5153°E,0.007°E,   0.004°,0.0000°,0.0337°,35799,35775,35791,2015-041A  
172, 82.6121°E,SHIJIAN-21 (SJ-21),49330,2021-10-24 00:00:00,CEL,XICLF,PRC,+,  -8.4206°S,0.025°N,0.022°E, 84.5632°E,0.631°E,   8.423°,0.3098°,1.2694°,36206,35273,35827,2021-094A  
171, 82.9754°E,GSAT-30,45026,2020-01-16 00:00:00,CEL,FRGUI,IND,+,   0.0046°N,0.002°N,0.001°W, 83.0872°E,0.007°W,   0.012°,0.0000°,0.0588°,35810,35766,35798,2020-005A  
429, 82.9771°W,AMC-18,29644,2006-12-08 00:00:00,CEL,FRGUI,SES,+,  -0.0070°S,0.002°S,0.000°W, 82.9840°W,0.000°W,   0.012°,0.0000°,0.0244°,35797,35779,35787,2006-054B  
170, 82.9909°E,GSAT-10,38779,2012-09-28 00:00:00,CEL,FRGUI,IND,+,  -0.0340°S,0.001°S,0.000°W, 83.0029°E,0.001°W,   0.070°,0.0000°,0.0107°,35792,35784,35790,2012-051B  
169, 83.0257°E,IRNSS-1C,40269,2014-10-15 00:00:00,CEL,SRILR,IND,+,  -0.6880°S,0.122°S,0.013°W, 83.1089°E,0.006°W,   2.922°,0.0373°,0.2300°,35872,35703,35870,2014-061A  
